StockNumber,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
SPY3124,31/05/2022,395.8175011,398.6027276,392.4484447,395.2240906,95937000,0,0,0
PG3124,31/05/2022,137.430927,139.0171464,136.3765748,137.9814453,12416700,0,0,
JNJ3124,31/05/2022,163.95934,165.9581685,161.2051865,165.3686523,16391400,0,0,
SPY3123,27/05/2022,390.4194658,397.5691651,390.2184784,397.4543152,84768700,0,0,0
PG3123,27/05/2022,137.1323367,138.7651978,136.8150986,138.7651978,6028800,0,0,
JNJ3123,27/05/2022,165.5804967,166.8700729,164.1711845,166.8055878,5853600,0,0,
SPY3122,26/05/2022,381.5756067,389.5867082,381.3650388,387.9308777,82168300,0,0,0
PG3122,26/05/2022,136.6751404,137.5149061,135.3315266,136.6751404,5702600,0,0,
JNJ3122,26/05/2022,166.7226716,166.7226716,164.5119899,165.3041534,6897600,0,0,
SPY3121,25/05/2022,375.4882672,382.3221276,375.0862926,380.3312988,91472900,0,0,0
PG3121,25/05/2022,137.2629421,137.2909329,133.8945831,135.4901276,8217800,0,0,
JNJ3121,25/05/2022,166.2897758,167.2293221,164.9357284,165.4515533,6558900,0,0,
SPY3120,24/05/2022,375.7275615,378.2065024,370.367676,377.0005493,91448800,0,0,0
PG3120,24/05/2022,135.1915698,138.0374164,135.1262628,137.7481689,7207400,0,0,
JNJ3120,24/05/2022,165.1107386,167.4043322,164.9725763,167.0911407,6419800,0,0,
SPY3119,23/05/2022,375.9859826,380.6759008,373.6410527,379.9006348,76414900,0,0,0
PG3119,23/05/2022,133.2787895,135.8820446,132.5696663,135.3408661,7134500,0,0,
JNJ3119,23/05/2022,163.5908942,165.7370911,163.4619379,165.2857513,7040800,1,0,
SPY3118,20/05/2022,376.387931,380.0058481,364.2229281,372.9231567,131432200,0,0,0
PG3118,20/05/2022,132.6349451,132.914867,129.8637459,132.2990417,7786900,0,0,
JNJ3118,20/05/2022,160.0294487,162.1436473,159.2972551,161.9788971,7522100,0,0,
SPY3117,19/05/2022,371.9564891,377.2398176,370.5112265,372.7604675,98510700,0,0,0
PG3117,19/05/2022,133.8106481,133.8199736,131.1887418,132.2151031,9694100,0,0,
JNJ3117,19/05/2022,159.9104792,159.9836999,158.0525461,159.1965942,6874500,0,0,
SPY3116,18/05/2022,386.1984941,386.4856188,373.8037599,375.0575867,117674500,0,0,0
PG3116,18/05/2022,144.316934,144.4009063,134.8649959,135.3315277,9670700,0,0,
JNJ3116,18/05/2022,163.6812835,164.1663589,160.3223592,160.6243896,8608800,0,0,
SPY3115,17/05/2022,389.0985731,391.051109,385.3179318,390.8118286,83029700,0,0,0
PG3115,17/05/2022,144.7461687,146.2577273,142.8240599,144.3262787,6509100,0,0,
JNJ3115,17/05/2022,163.5714497,164.4683796,161.6219869,163.6629791,5751100,0,0,
SPY3114,16/05/2022,382.8294231,386.648328,380.5514695,382.9346924,78622400,0,0,0
PG3114,16/05/2022,143.1972672,145.4646049,141.8536534,144.7368164,5971000,0,0,
JNJ3114,16/05/2022,161.8599326,163.9466752,161.2375631,162.985672,5516700,0,0,
SPY3113,13/05/2022,379.6996546,385.8922317,378.6468151,384.4948425,104174400,0,0,0
PG3113,13/05/2022,142.3668394,143.4398568,140.3514187,143.3372192,5675500,0,0,
JNJ3113,13/05/2022,163.5531225,163.72702,160.8989363,161.8599396,7732200,0,0,
SPY3112,12/05/2022,372.6743163,378.8285993,368.6352633,375.5169678,125090800,0,0,0
PG3112,12/05/2022,143.2439006,143.3278729,139.8475503,141.8163147,9600800,0,0,
JNJ3112,12/05/2022,161.5121591,162.8667083,159.9013441,162.7934875,6898600,0,0,
SPY3111,11/05/2022,381.0013166,386.7153324,375.1532898,375.9094238,142361000,0,0,0
PG3111,11/05/2022,143.7197542,145.4645782,142.1522145,142.3948059,7692200,0,0,
JNJ3111,11/05/2022,161.0453846,163.2053482,160.9721639,161.2009735,6138900,0,0,
SPY3110,10/05/2022,387.1460501,388.6678698,377.890702,381.9776001,132497200,0,0,0
PG3110,10/05/2022,145.1380468,146.1364174,143.6358138,144.4289093,7447400,0,0,
JNJ3110,10/05/2022,163.1229612,163.992435,161.5396025,162.0795898,8186700,0,0,
SPY3109,09/05/2022,387.7298282,388.9836547,379.4985795,381.0969849,155586100,0,0,0
PG3109,09/05/2022,143.6544513,146.2670175,142.5254383,145.1940002,8540800,0,0,
JNJ3109,09/05/2022,160.5786326,163.4250256,159.7915267,162.2992859,7855200,0,0,
SPY3108,06/05/2022,393.4726012,397.0139328,388.3328642,393.702301,151770800,0,0,0
PG3108,06/05/2022,144.410243,145.7818475,143.5704773,145.5579071,7304800,0,0,
JNJ3108,06/05/2022,160.2948539,161.8782125,159.8829994,161.4205933,6434000,0,0,
SPY3107,05/05/2022,406.3459121,406.7766285,391.8838206,396.0664368,172929100,0,0,0
PG3107,05/05/2022,145.8378203,146.761544,142.8893363,144.1209869,8217100,0,0,
JNJ3107,05/05/2022,164.2120952,164.4775222,160.4138609,161.7775574,7089200,0,0,
SPY3106,04/05/2022,399.1961812,411.2367848,395.9706868,410.6625061,144247900,0,0,0
PG3106,04/05/2022,145.3992726,147.0041428,144.7647821,146.8268585,7771000,0,0,
JNJ3106,04/05/2022,163.049768,165.2005845,162.1345293,164.9260101,5923000,0,0,
SPY3105,03/05/2022,397.214963,400.9668625,395.6356893,398.5262146,100028200,0,0,0
PG3105,03/05/2022,147.629313,148.347776,144.6341728,145.7538605,10344000,0,0,
JNJ3105,03/05/2022,163.6446829,165.3195714,162.6196061,163.1779022,5898700,0,0,
SPY3104,02/05/2022,394.4010061,398.0859292,387.653283,396.7076721,158312500,0,0,0
PG3104,02/05/2022,150.7830449,151.1562645,145.7351687,147.7785797,10351600,0,0,
JNJ3104,02/05/2022,165.1730875,166.0334139,162.024665,163.4981995,7145400,0,0,
SPY3103,29/04/2022,405.4269856,407.6092209,393.5778199,394.3339539,145491100,0,0,0
PG3103,29/04/2022,151.5948095,152.0426759,149.4767516,149.8033295,10637000,0,0,
JNJ3103,29/04/2022,167.0310516,167.0768164,164.926,165.1639709,8463100,0,0,
SPY3102,28/04/2022,404.1827653,411.2176128,399.6938641,409.4660645,105449100,0,0,0
PG3102,28/04/2022,149.7940067,152.7518305,148.6090263,152.4719086,9306800,0,0,
JNJ3102,28/04/2022,166.8022232,168.8615099,166.5001928,167.909668,9403900,0,0,
SPY3101,27/04/2022,399.3492783,404.7857494,397.2149165,399.3779907,122030000,0,0,0
PG3101,27/04/2022,149.4861028,150.6430924,148.4597273,148.6929932,6754900,0,0,
JNJ3101,27/04/2022,168.6235266,169.1543665,166.3354306,166.664917,11090100,0,0,
SPY3100,26/04/2022,407.5710127,407.7720293,398.2295273,398.2582397,103996300,0,0,0
PG3100,26/04/2022,151.7907296,152.6864766,149.056861,149.0941772,7769500,0,0,
JNJ3100,26/04/2022,169.4106576,170.7560593,168.5686259,169.0262451,10190000,0,0,
SPY3099,25/04/2022,405.5036141,410.3083527,400.8807016,410.1360779,119647700,0,0,0
PG3099,25/04/2022,150.8763697,152.3599373,149.1035547,151.6694794,6986800,0,0,
JNJ3099,25/04/2022,166.8845763,170.8658692,166.664928,170.2434998,11176500,0,0,
SPY3098,22/04/2022,418.175908,419.2957236,407.1977245,407.7720032,132471800,0,0,0
PG3098,22/04/2022,152.3132679,152.5745245,150.1392285,150.4564667,9394600,0,0,
JNJ3098,22/04/2022,167.0035993,167.6259548,166.0059925,166.15242,8003600,0,0,
SPY3097,21/04/2022,429.3072232,430.7141928,418.3577525,419.2765808,85417300,0,0,0
PG3097,21/04/2022,152.854477,153.8621731,151.557505,151.7254639,9365700,1,0,
JNJ3097,21/04/2022,168.3398092,169.2001356,167.0859369,167.8181305,6969200,0,0,
SPY3096,20/04/2022,427.7567696,428.3788928,424.4642692,425.64151,65224400,0,0,0
PG3096,20/04/2022,148.9212015,152.6140722,148.4572725,151.8439484,10196100,0,0,
JNJ3096,20/04/2022,166.7930846,168.6967825,166.4818928,168.3032227,8044900,0,0,
SPY3095,19/04/2022,419.0851822,426.6847289,418.9129074,425.9573364,77821000,0,0,0
PG3095,19/04/2022,145.4602764,148.4850879,145.0241821,147.9098206,7897000,0,0,
JNJ3095,19/04/2022,165.4019109,170.1794572,164.6971733,167.5618744,14380800,0,0,
SPY3094,18/04/2022,418.0801959,420.8941351,416.9316385,419.1904602,66002500,0,0,0
PG3094,18/04/2022,147.0469113,147.5108403,145.2375913,145.7293549,6034500,0,0,
JNJ3094,18/04/2022,164.495809,165.0998697,161.7592549,162.6012726,6318700,0,0,
SPY3093,14/04/2022,424.5312188,425.6606444,418.9129204,419.018219,97869500,0,0,0
PG3093,14/04/2022,148.4386856,148.7356069,147.0190643,147.1304169,7806500,0,0,
JNJ3093,14/04/2022,164.7429577,166.0242862,164.4958393,164.6514282,6188200,0,0,
SPY3092,13/04/2022,419.2478834,425.0671686,419.066028,424.3014832,74070400,0,0,0
PG3092,13/04/2022,147.6036472,148.8377,147.2603443,147.9562378,5247700,0,0,
JNJ3092,13/04/2022,164.6514251,165.5117516,164.0473782,165.3470154,5643100,0,0,
SPY3091,12/04/2022,424.0813558,426.6368829,417.927072,419.4967651,84363600,0,0,0
PG3091,12/04/2022,147.8170412,149.0418205,147.2510473,147.538681,7221500,0,0,
JNJ3091,12/04/2022,164.010764,165.4842987,163.0955253,164.6514282,5957500,0,0,
SPY3090,11/04/2022,425.0672276,425.9190798,420.549642,421.0569153,89770500,0,0,0
PG3090,11/04/2022,148.4108613,149.5799712,147.1860962,147.9840546,6158400,0,0,
JNJ3090,11/04/2022,167.4886693,168.5869528,164.3768635,164.5965118,5932000,0,0,
SPY3089,08/04/2022,428.7615963,431.3075423,426.8186414,428.3787537,79272700,0,0,0
PG3089,08/04/2022,148.1788972,148.9490209,147.4551692,148.5500488,6045400,0,0,
JNJ3089,08/04/2022,165.9602257,167.6625701,165.1365025,166.6832581,7144500,0,0,
SPY3088,07/04/2022,426.4837654,431.3650909,424.5120975,429.5274048,78097200,0,0,0
PG3088,07/04/2022,146.4809364,147.8912845,145.6458698,147.3995209,6889700,0,0,
JNJ3088,07/04/2022,166.2714069,167.4429113,164.953461,166.353775,7385200,0,0,
SPY3087,06/04/2022,427.7279692,429.6804757,424.4546014,427.3738098,106898000,0,0,0
PG3087,06/04/2022,143.2798047,145.9427521,142.8344369,145.5159454,8884700,0,0,
JNJ3087,06/04/2022,164.1846311,167.1225528,163.4798935,166.783905,10330900,0,0,
SPY3086,05/04/2022,435.7007704,438.198843,430.5323211,431.6904297,74214500,0,0,0
PG3086,05/04/2022,142.5282313,146.0169714,142.4632745,143.4653625,7653000,0,0,
JNJ3086,05/04/2022,161.512125,164.4225764,161.3473748,162.5554962,7446100,0,0,
SPY3085,04/04/2022,433.700424,437.3183418,432.8677331,437.2130432,59601000,0,0,0
PG3085,04/04/2022,142.7138299,143.2148811,140.3477892,142.9643555,5992000,0,0,
JNJ3085,04/04/2022,163.0863574,163.0863574,160.6426722,161.512146,6860600,0,0,
SPY3084,01/04/2022,433.8726823,434.0162447,429.8815026,433.4994202,89048800,0,0,0
PG3084,01/04/2022,142.4447596,144.2448063,141.0900807,143.9014893,5742600,0,0,
JNJ3084,01/04/2022,162.0430085,163.3060283,160.7159152,163.08638,6525600,0,0,
SPY3083,31/03/2022,438.2563003,439.0889912,431.8148632,432.274292,121699900,0,0,0
PG3083,31/03/2022,142.9828903,143.2055671,141.4055208,141.7766724,7538600,0,0,
JNJ3083,31/03/2022,164.3676968,164.9351542,161.9789235,162.2077332,11490400,0,0,
SPY3082,30/03/2022,440.6012802,441.4244198,436.8972249,439.0316162,79666900,0,0,0
PG3082,30/03/2022,141.4983327,143.2890917,140.9787346,143.2519836,5779300,0,0,
JNJ3082,30/03/2022,163.3151723,164.6148094,162.619582,164.367691,6277600,0,0,
SPY3081,29/03/2022,440.2950047,442.2571213,437.5767833,441.7593994,86581500,0,0,0
PG3081,29/03/2022,144.1613093,145.1819589,142.9087093,144.2448273,5643400,0,0,
JNJ3081,29/03/2022,163.4799152,164.1938002,161.8141882,162.6745148,5933400,0,0,
SPY3080,28/03/2022,432.6763132,436.3612366,430.7620703,436.3612366,68529800,0,0,0
PG3080,28/03/2022,142.5560718,142.7973098,141.6189406,142.7787628,4234000,0,0,
JNJ3080,28/03/2022,161.6768929,163.0772068,161.4023325,162.7568817,5604200,0,0,
SPY3079,25/03/2022,431.8149327,433.5569008,429.2019805,433.2793274,77101300,0,0,0
PG3079,25/03/2022,140.691093,142.8158813,140.5797405,141.8045197,5047700,0,0,
JNJ3079,25/03/2022,160.7982565,162.6378809,160.3680933,161.923996,4809500,0,0,
SPY3078,24/03/2022,426.818754,431.1832256,425.6893576,431.173645,64736900,0,0,0
PG3078,24/03/2022,140.0044909,140.626154,139.3271585,140.1807861,4203100,0,0,
JNJ3078,24/03/2022,160.1667513,160.660974,159.3155861,160.3864136,5012300,0,0,
SPY3077,23/03/2022,427.7470787,429.2593174,424.6842788,424.7704163,79426100,0,0,0
PG3077,23/03/2022,141.219979,141.9715417,139.8189186,139.9395447,5531900,0,0,
JNJ3077,23/03/2022,160.3772602,160.6609819,159.3338887,159.5626984,5254200,0,0,
SPY3076,22/03/2022,426.7420611,431.2596745,426.7420611,430.3121338,74650400,0,0,0
PG3076,22/03/2022,142.3612336,142.5189819,139.6611779,140.9230652,7292100,0,0,
JNJ3076,22/03/2022,160.9264131,161.4206358,159.1691565,160.1667633,8442100,0,0,
SPY3075,21/03/2022,425.287301,427.3163936,421.7842333,425.3351746,88349800,0,0,0
PG3075,21/03/2022,139.5869264,140.4962231,138.4734999,139.8467255,6937500,0,0,
JNJ3075,21/03/2022,159.8555794,162.1436759,159.5444016,160.9264069,7574900,0,0,
SPY3074,18/03/2022,419.2192038,425.785043,418.4726502,425.4596252,106345500,1,0,0
PG3074,18/03/2022,139.9858993,139.9858993,137.545643,139.3178406,15570300,0,0,
JNJ3074,18/03/2022,161.9972436,161.9972436,158.9403498,160.0203247,13809500,0,0,
SPY3073,17/03/2022,413.7129618,420.8500671,413.3313047,420.8500671,102676900,0,0,0
PG3073,17/03/2022,139.169413,139.6147808,137.7868996,139.3920898,6003800,0,0,
JNJ3073,17/03/2022,160.3589374,161.8507666,159.4345376,161.8141632,7472100,0,0,
SPY3072,16/03/2022,410.182631,415.70718,405.3259455,415.6499329,144954800,0,0,0
PG3072,16/03/2022,139.763255,140.8395595,137.360092,138.9560089,6908900,0,0,
JNJ3072,16/03/2022,160.5877587,161.9514552,157.9335586,159.7274323,9603300,0,0,
SPY3071,15/03/2022,400.5265795,407.2724783,399.2384905,406.6332092,106219100,0,0,0
PG3071,15/03/2022,136.4044035,139.6797412,136.2930651,139.4292297,9868400,0,0,
JNJ3071,15/03/2022,158.6382955,161.5579086,157.9244106,161.2101135,10554400,0,0,
SPY3070,14/03/2022,401.5951995,405.0873889,396.7289925,397.8835144,95729200,0,0,0
PG3070,14/03/2022,134.0290797,135.5043705,133.0084445,134.5858002,7964600,0,0,
JNJ3070,14/03/2022,156.2128988,159.3613214,155.9108824,157.1372986,7729500,0,0,
SPY3069,11/03/2022,408.4937898,409.1139861,400.2975826,400.8128357,95636300,0,0,0
PG3069,11/03/2022,134.9105564,135.6157376,132.7115373,132.8878326,7086100,0,0,
JNJ3069,11/03/2022,154.7943129,156.9268206,154.6936361,154.9956665,5188000,0,0,
SPY3068,10/03/2022,403.1504967,406.8812549,401.1658625,405.974823,93972700,0,0,0
PG3068,10/03/2022,137.1373929,137.5827607,133.555861,134.4837189,9221000,0,0,
JNJ3068,10/03/2022,154.2726204,155.7278464,153.8333097,155.2793884,6171400,0,0,
SPY3067,09/03/2022,405.6503884,409.8200506,403.4367368,407.8163147,116990800,0,0,0
PG3067,09/03/2022,138.0931143,139.6148009,137.1466951,138.0374451,7044100,0,0,
JNJ3067,09/03/2022,155.599706,155.8010596,153.6594047,155.0048065,7248200,0,0,
SPY3066,08/03/2022,400.3834126,407.6254618,396.0897055,397.1679077,164772700,0,0,0
PG3066,08/03/2022,141.2013941,141.9158486,136.0053989,136.2002411,9517200,0,0,
JNJ3066,08/03/2022,157.457668,158.4461275,154.2268764,154.4190826,11100300,0,0,
SPY3065,07/03/2022,411.7665291,412.482147,400.1353504,400.2021484,137896600,0,0,0
PG3065,07/03/2022,143.344771,143.3726056,140.2364414,141.813797,8374500,0,0,
JNJ3065,07/03/2022,154.0346345,158.4460766,153.1743081,157.6132202,11663400,0,0,
SPY3064,04/03/2022,411.9573345,413.5030643,408.2647511,412.3580933,113978200,0,0,0
PG3064,04/03/2022,142.073599,144.1427324,141.5447274,143.947876,8639100,0,0,
JNJ3064,04/03/2022,153.4306036,155.4624344,152.7075712,155.1146393,6302500,0,0,
SPY3063,03/03/2022,420.2775759,420.8882213,413.9133353,415.7357788,105501700,0,0,0
PG3063,03/03/2022,142.6767036,144.6159231,142.6767036,143.2241364,7451200,0,0,
JNJ3063,03/03/2022,152.5702782,154.9865076,152.222497,154.1994019,7333700,0,0,
SPY3062,02/03/2022,412.5488912,419.5619516,411.7855772,417.8158569,117726500,0,0,0
PG3062,02/03/2022,141.9251571,143.8922114,141.5911277,142.6952667,6111300,0,0,
JNJ3062,02/03/2022,150.4743573,153.4214263,150.1357096,151.9661865,6793300,0,0,
SPY3061,01/03/2022,415.0965882,417.1289478,407.5300989,410.2685547,137785900,0,0,0
PG3061,01/03/2022,143.1777818,144.1891437,141.3499002,142.2499237,8311900,0,0,
JNJ3061,01/03/2022,149.2205011,150.7855653,148.6439103,150.0991364,8737800,0,0,
SPY3060,28/02/2022,412.2245489,418.1117118,410.9555326,416.613678,145615000,0,0,0
PG3060,28/02/2022,145.0148905,145.849971,142.7230948,144.6437531,8669200,0,0,
JNJ3060,28/02/2022,149.0648872,151.1790859,148.6164293,150.6208038,9373500,0,0,
SPY3059,25/02/2022,409.9154285,417.7681521,408.2456536,417.6822815,121804500,0,0,0
PG3059,25/02/2022,141.3405759,147.4737164,141.2663456,146.8242188,8888800,0,0,
JNJ3059,25/02/2022,146.4381648,152.8356871,146.1635904,151.9295959,11340400,0,0,
SPY3058,24/02/2022,392.1776624,409.1044301,391.8151071,408.6654968,213942900,0,0,0
PG3058,24/02/2022,144.411784,144.7272522,139.6982648,140.8116913,13145100,0,0,
JNJ3058,24/02/2022,146.2368153,146.5571543,142.520949,144.7358246,12883400,0,0,
SPY3057,23/02/2022,412.8256748,413.398175,402.0341588,402.6066589,132578000,0,0,0
PG3057,23/02/2022,146.8799091,147.1582693,144.3746956,144.708725,6273000,0,0,
JNJ3057,23/02/2022,147.8201615,148.8543855,147.2161148,147.5547485,8016900,0,0,
SPY3056,22/02/2022,412.090971,415.5354646,406.3373751,409.8773193,124391800,0,0,0
PG3056,22/02/2022,148.5593281,149.2737827,145.3582212,146.5365906,8179500,0,0,
JNJ3056,22/02/2022,149.7055738,149.8611626,146.8408727,147.4815369,6868900,0,0,
SPY3055,18/02/2022,417.2815333,418.5505786,412.0241472,414.3236694,132642900,0,0,0
PG3055,18/02/2022,147.9933339,149.44079,147.3623974,148.3644714,8063200,0,0,
JNJ3055,18/02/2022,150.9960641,151.3438592,149.1289834,149.513382,6423200,1,0,
SPY3054,17/02/2022,422.9015993,426.098032,416.4133413,417.0239868,102259100,0,0,0
PG3054,17/02/2022,146.9541351,148.8098508,145.9984426,148.2902527,7925500,0,0,
JNJ3054,17/02/2022,152.0609548,152.2792021,149.9784186,151.1333618,6227600,0,0,
SPY3053,16/02/2022,423.5790655,427.51974,421.6803017,426.1266785,84863600,0,0,0
PG3053,16/02/2022,145.5159439,147.3252638,144.9963458,146.6108093,9315700,0,0,
JNJ3053,16/02/2022,151.4061738,152.6338568,150.6968421,152.0609436,8482400,0,0,
SPY3052,15/02/2022,423.3882489,425.8213385,422.8634449,425.6495972,88482700,0,0,0
PG3052,15/02/2022,146.3881302,147.8263126,144.8478828,145.5066681,6659200,0,0,
JNJ3052,15/02/2022,151.0787691,152.8702899,150.9696316,152.1518555,6631400,0,0,
SPY3051,14/02/2022,419.7528382,421.3558153,415.3827821,418.8940735,123006300,0,0,0
PG3051,14/02/2022,144.8757441,145.7293718,142.2963001,145.4324646,9472200,0,0,
JNJ3051,14/02/2022,152.5156538,152.752093,148.9689814,150.596817,8967600,0,0,
SPY3050,11/02/2022,428.8077537,430.9068819,418.8177276,420.2680359,153214600,0,0,0
PG3050,11/02/2022,146.6108246,147.1397104,144.3561366,145.0149078,9341400,0,0,
JNJ3050,11/02/2022,153.7978851,154.7345669,152.3610299,152.5156403,13125300,0,0,
SPY3049,10/02/2022,430.6493109,436.7272877,426.6991152,428.7219238,140103700,0,0,0
PG3049,10/02/2022,147.6129063,147.9933315,145.3489308,145.8314209,7033000,0,0,
JNJ3049,10/02/2022,155.6985447,155.7076337,153.9615856,154.0707092,10355300,0,0,
SPY3048,09/02/2022,434.3513816,436.8894429,434.1510167,436.565033,92589900,0,0,0
PG3048,09/02/2022,148.7913028,149.0511019,147.779941,148.0861359,8077400,0,0,
JNJ3048,09/02/2022,156.4806403,156.6352368,155.7349248,155.953186,5387500,0,0,
SPY3047,08/02/2022,426.2506758,431.2027543,424.8098891,430.2676697,81012000,0,0,0
PG3047,08/02/2022,149.4964551,149.6356423,148.1325029,148.4201508,5048700,0,0,
JNJ3047,08/02/2022,155.5257464,156.4624283,155.0346622,155.971344,6296100,0,0,
SPY3046,07/02/2022,428.9032013,430.3153353,425.4109825,426.7563477,84472900,0,0,0
PG3046,07/02/2022,150.1923493,150.5542133,148.1510648,148.7541809,6430500,0,0,
JNJ3046,07/02/2022,155.8804297,156.1805337,154.60726,155.5621338,6065700,0,0,
SPY3045,04/02/2022,425.8880654,432.0232891,423.4835706,428.1303406,118454400,0,0,0
PG3045,04/02/2022,151.3614859,152.6233734,149.7655689,149.8769073,8959900,0,0,
JNJ3045,04/02/2022,155.5075327,157.3081423,154.7072555,156.0804596,6392200,0,0,
SPY3044,03/02/2022,430.2772688,432.2046561,425.2774644,426.1266785,118024400,0,0,0
PG3044,03/02/2022,150.2944227,153.0779965,149.9603933,152.2985992,10474500,0,0,
JNJ3044,03/02/2022,156.6533928,157.8901786,155.5439226,157.1080933,6240400,0,0,
SPY3043,02/02/2022,434.6186229,437.1185102,432.280926,436.3838196,117361000,0,0,0
PG3043,02/02/2022,148.5871835,151.0923973,147.9655203,150.8697205,7558800,0,0,
JNJ3043,02/02/2022,154.2798624,157.3172721,154.2798624,157.1172028,7382800,0,0,
SPY3042,01/02/2022,430.0195305,432.8343057,426.4509921,432.1854858,123155400,0,0,0
PG3042,01/02/2022,149.1902581,149.6634747,146.3510153,148.2160187,6284100,0,0,
JNJ3042,01/02/2022,156.1805535,156.3988009,154.0798253,155.398468,8154700,0,0,
SPY3041,31/01/2022,421.0123256,429.6379151,419.6478878,429.2848816,152251400,0,0,0
PG3041,31/01/2022,147.8541664,149.0603704,147.4087844,148.8748016,8950100,0,0,
JNJ3041,31/01/2022,155.9622435,156.980768,155.3438576,156.6806641,8054800,0,0,
SPY3040,28/01/2022,412.8446731,421.737424,408.2074838,421.6897278,164457400,0,0,0
PG3040,28/01/2022,147.1675526,149.3387369,145.9706221,148.9212036,9494200,0,0,
JNJ3040,28/01/2022,155.3802464,156.2714555,153.9615832,156.2259827,9783100,0,0,
SPY3039,27/01/2022,418.1689667,421.3462975,409.7628436,411.4707642,149878300,0,0,0
PG3039,27/01/2022,147.2788576,149.7098545,147.1396846,147.6500092,9083000,0,0,
JNJ3039,27/01/2022,154.0434262,156.3351205,153.6887604,155.1347046,9066700,0,0,
SPY3038,26/01/2022,420.5161443,423.6839531,409.1998253,413.5126343,186391100,0,0,0
PG3038,26/01/2022,145.98916,148.0582933,145.0984244,146.7407227,10707100,0,0,
JNJ3038,26/01/2022,152.3610316,153.8888324,151.1697186,153.124939,9963200,0,0,
SPY3037,25/01/2022,413.2073082,419.5619986,407.5682358,414.5526733,167997300,0,0,0
PG3037,25/01/2022,148.87478,149.6634648,146.4994663,148.030426,9369600,0,0,
JNJ3037,25/01/2022,147.6503247,153.1522027,146.9409931,152.4428711,14081200,0,0,
SPY3036,24/01/2022,412.224518,420.1917362,401.4711773,419.6764832,251783900,0,0,0
PG3036,24/01/2022,151.6397949,152.2800191,147.2695926,149.6634674,14838100,0,0,
JNJ3036,24/01/2022,149.14176,149.2963565,143.9217934,148.2050781,14054600,0,0,
SPY3035,21/01/2022,425.1342934,427.5196865,417.8731709,417.9017944,202271200,0,0,0
PG3035,21/01/2022,151.2408352,153.4213068,150.4057687,150.8882446,10900400,0,0,
JNJ3035,21/01/2022,151.1333536,152.7702782,149.5691828,149.9329376,10550300,0,0,
SPY3034,20/01/2022,432.9487835,437.7100181,424.1228304,426.2696838,122379700,0,0,0
PG3034,20/01/2022,148.5685957,152.4748835,148.5685957,150.312973,10799100,1,0,
JNJ3034,20/01/2022,152.1336907,152.6520559,149.9875037,150.2785187,6011300,0,0,
SPY3033,19/01/2022,437.1280551,438.5401892,430.7638136,431.0405273,109357600,0,0,0
PG3033,19/01/2022,145.454317,151.5268356,144.8636776,149.5057373,14088300,0,0,
JNJ3033,19/01/2022,152.0518307,153.434124,151.2515673,151.4880066,5926500,0,0,
SPY3032,18/01/2022,438.6642127,438.8741285,434.4373034,435.5632019,109709100,0,0,0
PG3032,18/01/2022,146.3033899,146.3033899,144.0054258,144.6422119,10988400,0,0,
JNJ3032,18/01/2022,151.960907,152.5247311,150.9696494,151.960907,7815600,0,0,
SPY3031,14/01/2022,440.0477807,443.7689881,438.8169097,443.4159546,95890900,0,0,0
PG3031,14/01/2022,145.8788411,148.1121966,145.4081659,147.4846344,10708000,0,0,
JNJ3031,14/01/2022,153.3522846,153.3704626,152.0063612,152.6338501,5847700,0,0,
SPY3030,13/01/2022,450.5434354,451.2018061,442.1945609,443.2345886,91173100,0,0,0
PG3030,13/01/2022,147.0231998,147.1524017,145.6112023,146.0818634,6551000,0,0,
JNJ3030,13/01/2022,153.688766,154.9801137,153.1976956,153.4705048,6159400,0,0,
SPY3029,12/01/2022,449.9709395,451.5071476,447.442429,449.427063,67605400,0,0,0
PG3029,12/01/2022,146.0541969,147.069365,145.6573674,146.7463531,7127500,0,0,
JNJ3029,12/01/2022,154.2435105,154.6709301,153.0885673,154.407196,8116200,0,0,
SPY3028,11/01/2022,443.9025823,448.3107841,440.8683402,448.2153625,74303100,0,0,0
PG3028,11/01/2022,147.8630071,147.8630071,144.8082936,146.4233246,11957900,0,0,
JNJ3028,11/01/2022,157.3173025,157.6810574,154.6982229,155.7349396,8341100,0,0,
SPY3027,10/01/2022,441.4885593,444.3891763,435.6681944,444.1697388,119362000,0,0,0
PG3027,10/01/2022,149.9764047,150.539359,147.8168807,148.1398926,8055000,0,0,
JNJ3027,10/01/2022,157.9538645,157.9538645,156.5624821,157.4082184,7698400,0,0,
SPY3026,07/01/2022,446.4978921,447.6905887,443.3491558,444.7231445,85111600,0,0,0
PG3026,07/01/2022,150.5486109,150.9177553,149.459611,150.1886902,6098500,0,0,
JNJ3026,07/01/2022,155.925923,158.5086188,155.6258189,158.1903229,6986000,0,0,
SPY3025,06/01/2022,446.4406156,449.2362891,444.0933679,446.4883118,86858900,0,0,0
PG3025,06/01/2022,151.6652646,152.4589376,150.0686949,150.2717285,7556000,0,0,
JNJ3025,06/01/2022,156.553338,156.8716338,155.3256553,156.0804596,7301600,0,0,
SPY3024,05/01/2022,455.2856098,456.0680256,446.81269,446.9081116,104538900,0,0,0
PG3024,05/01/2022,150.8346857,152.5696951,150.7977628,151.5453033,9330200,0,0,
JNJ3024,05/01/2022,156.4169504,157.7537707,156.0713736,156.6170197,7016100,0,0,
