StockNumber,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
JNJ1688,15/09/2016,93.25082041,94.14525963,92.8629696,93.89987946,5812100,0,0,
SPY1687,14/09/2016,184.2394157,185.4573736,183.5570212,184.1184845,134185500,0,0,0
PG1687,14/09/2016,69.19434645,69.57557911,68.99578601,69.10697937,25397900,0,0,
JNJ1687,14/09/2016,93.28246534,93.66240507,92.97376695,93.29038239,6124900,0,0,
SPY1686,13/09/2016,185.5782911,185.8460663,183.5570077,184.1875763,182828800,0,0,0
PG1686,13/09/2016,69.53586138,69.82178887,69.10697015,69.13874054,19682700,0,0,
JNJ1686,13/09/2016,93.73365602,94.05818856,92.99752758,93.09251404,7957900,0,0,
SPY1685,12/09/2016,183.4619946,187.2799789,183.3928892,186.8739929,168110900,0,0,0
PG1685,12/09/2016,68.33653915,70.19506135,68.27299838,70.09181213,16105700,0,0,
JNJ1685,12/09/2016,93.21123824,94.54892936,92.91045084,94.31938934,7239800,0,0,
SPY1684,09/09/2016,187.4181896,187.4700153,184.204861,184.2307739,221589100,0,0,0
PG1684,09/09/2016,69.17844009,69.23403675,68.49539185,68.49539185,21955000,0,0,
JNJ1684,09/09/2016,94.2164691,94.31937258,93.54366513,93.58324432,7957300,0,0,
SPY1683,08/09/2016,188.8434008,189.1198223,188.4374149,188.7483826,74102900,0,0,0
PG1683,08/09/2016,69.8535713,70.0362496,69.59941414,69.71855164,23465700,0,0,
JNJ1683,08/09/2016,94.48560595,94.84179455,94.30355011,94.5647583,4833000,0,0,
SPY1682,07/09/2016,189.0334996,189.361747,188.5670546,189.1803436,76554900,0,0,0
PG1682,07/09/2016,70.13948126,70.21891028,69.66293746,69.85355377,17556400,0,0,
JNJ1682,07/09/2016,94.85765564,94.94472507,94.54104613,94.67560577,4753800,0,0,
SPY1681,06/09/2016,188.9125617,189.2753552,188.1869748,189.1976166,56702100,0,0,0
PG1681,06/09/2016,70.09182705,70.40158081,69.79795545,70.40158081,14472100,0,0,
JNJ1681,06/09/2016,94.81013731,94.96053102,94.4776938,94.78639221,5280700,0,0,
SPY1680,02/09/2016,188.6447668,189.059386,188.0487443,188.6274872,79293900,0,0,0
PG1680,02/09/2016,70.27450916,70.58426294,69.92504087,70.05211639,17470400,0,0,
JNJ1680,02/09/2016,94.47768418,94.83387276,94.11357855,94.44602203,5806400,0,0,
SPY1679,01/09/2016,187.7636804,188.0746481,186.6061948,187.7809601,97844200,0,0,0
PG1679,01/09/2016,69.38496097,70.13948822,69.08315128,70.13948822,29793300,0,0,
JNJ1679,01/09/2016,94.34314241,94.50144713,93.8761332,94.256073,4551800,0,0,
SPY1678,31/08/2016,187.9710086,188.0919398,186.9862798,187.7723389,85269500,0,0,0
PG1678,31/08/2016,69.69471367,69.77413663,69.12285864,69.34524536,11407800,0,0,
JNJ1678,31/08/2016,94.62016377,94.68348806,94.20065088,94.46185303,5693100,0,0,
SPY1677,30/08/2016,188.5324745,188.8175293,187.7464286,188.3078918,58114500,0,0,0
PG1677,30/08/2016,69.67088734,70.13154901,69.46438279,69.52792358,11619400,0,0,
JNJ1677,30/08/2016,95.5145986,95.5145986,94.39853655,94.5647583,3820500,0,0,
SPY1676,29/08/2016,187.8241889,188.8866564,187.7896296,188.6188812,70502200,0,0,0
PG1676,29/08/2016,69.4087756,70.21096134,69.35317893,70.13153839,8934500,0,0,
JNJ1676,29/08/2016,94.43018843,95.08715832,94.24021557,94.92093658,5074900,0,0,
SPY1675,26/08/2016,188.2387615,189.2753159,186.7962212,187.6945648,122506300,0,0,0
PG1675,26/08/2016,69.79000025,70.29037019,69.23402758,69.55966949,16408200,0,0,
JNJ1675,26/08/2016,94.06608501,94.77846824,93.84445602,94.22439575,6482700,0,0,
SPY1674,25/08/2016,187.7896251,188.4720327,187.6341479,188.0487671,69224800,0,0,0
PG1674,25/08/2016,69.33729899,69.84561317,69.13079446,69.81384277,10595500,0,0,
JNJ1674,25/08/2016,94.08191725,94.35895349,93.66240437,93.85237122,5566000,0,0,
SPY1673,24/08/2016,188.998904,189.0939222,187.7550334,188.178299,71728900,0,0,0
PG1673,24/08/2016,69.35318948,69.45643872,68.74956405,69.34524536,5713300,0,0,
JNJ1673,24/08/2016,94.57268931,94.67558678,93.89196811,93.96320343,6303900,0,0,
SPY1672,23/08/2016,189.3876753,189.6900098,189.0853408,189.145813,53399200,0,0,0
PG1672,23/08/2016,69.2022613,69.49613284,69.13078247,69.4167099,5420100,0,0,
JNJ1672,23/08/2016,94.72305015,94.95259616,94.20855087,94.54100037,5603200,0,0,
SPY1671,22/08/2016,188.532457,188.9989151,188.1610304,188.765686,61368800,0,0,0
PG1671,22/08/2016,69.21021208,69.26580875,68.76543872,68.97988129,5921100,0,0,
JNJ1671,22/08/2016,94.90510951,94.90510951,94.15314714,94.29562378,6544900,0,0,
SPY1670,19/08/2016,188.5756223,188.9556953,188.0832646,188.774292,75443000,0,0,0
PG1670,19/08/2016,69.25787828,69.42467438,69.13874687,69.34524536,6199900,0,0,
JNJ1670,19/08/2016,94.91302558,94.97634383,94.44601649,94.92093658,7798300,1,0,
SPY1669,18/08/2016,188.6016027,189.0853274,188.489318,189.0507813,52989300,0,0,0
PG1669,18/08/2016,69.05135795,69.46436086,69.05135795,69.4484787,7082800,0,0,
JNJ1669,18/08/2016,95.27478003,95.44776483,94.27619413,94.92095184,8728000,0,0,
SPY1668,17/08/2016,188.3078863,188.765698,187.4613683,188.6274872,75134300,0,0,0
PG1668,17/08/2016,68.66221093,69.1864135,68.2809782,69.067276,6762100,0,0,
JNJ1668,17/08/2016,94.74796407,95.40058634,94.23687427,95.38485718,10442800,0,0,
SPY1667,16/08/2016,188.8261606,188.8952528,188.2733307,188.2733307,53213600,0,0,0
PG1667,16/08/2016,69.08316275,69.41674289,68.67809769,68.76546478,8071100,0,0,
JNJ1667,16/08/2016,96.01389148,96.17901169,94.40199426,94.61429596,11289100,0,0,
SPY1666,15/08/2016,189.0766785,189.6035956,189.0680453,189.2494354,49813500,0,0,0
PG1666,15/08/2016,69.51205016,69.55176468,69.09110291,69.1149292,6871200,0,0,
JNJ1666,15/08/2016,96.80804165,96.92598037,96.14755483,96.17114258,6469500,0,0,
SPY1665,12/08/2016,188.5583888,188.9211954,188.29926,188.705246,61313500,0,0,0
PG1665,12/08/2016,69.03551001,69.45645728,68.92431662,69.13082123,8063400,0,0,
JNJ1665,12/08/2016,97.08326845,97.31915195,96.67439411,96.88669586,4234800,0,0,
SPY1664,11/08/2016,188.5324585,189.1198477,188.2646833,188.869339,72504300,0,0,0
PG1664,11/08/2016,68.86075781,69.09903276,68.62248892,68.88459015,7387100,0,0,
JNJ1664,11/08/2016,97.38204986,97.61007477,97.08326172,97.3191452,4052000,0,0,
SPY1663,10/08/2016,188.5756299,188.6533686,187.6427271,187.9968872,57941100,0,0,0
PG1663,10/08/2016,68.5112788,68.95605214,68.3047743,68.55098724,5981400,0,0,
JNJ1663,10/08/2016,97.17759325,97.32699029,96.9023929,96.99674988,4333500,0,0,
SPY1662,09/08/2016,188.4201843,188.9643679,188.1351295,188.4633636,51251700,0,0,0
PG1662,09/08/2016,68.19359524,68.57482788,68.05063149,68.29684448,4158800,0,0,
JNJ1662,09/08/2016,97.42922554,97.49998878,96.97317577,97.05180359,3941500,0,0,
SPY1661,08/08/2016,188.6534719,188.7571366,188.0833753,188.3511505,39906500,0,0,0
PG1661,08/08/2016,67.99503642,68.22536725,67.61379771,68.11417389,5388200,0,0,
JNJ1661,08/08/2016,97.49998522,97.61792995,96.89454441,97.22478485,5232500,0,0,
SPY1660,05/08/2016,186.9344513,188.5065562,186.9344513,188.4633636,71892200,0,0,0
PG1660,05/08/2016,68.36833324,68.65426077,67.93149785,68.13005829,6729700,0,0,
JNJ1660,05/08/2016,97.79875505,97.79875505,97.31125906,97.68867493,5146900,0,0,
SPY1659,04/08/2016,186.8480785,187.2540644,185.0686573,186.9344635,46585500,0,0,0
PG1659,04/08/2016,68.40009435,68.72573029,68.14593726,68.34449768,5564100,0,0,
JNJ1659,04/08/2016,97.68871127,97.80665602,97.21693826,97.3899231,4728200,0,0,
SPY1658,03/08/2016,186.1311231,186.796251,185.8288018,186.7357788,53993600,0,0,0
PG1658,03/08/2016,68.70986668,68.87665675,67.87591029,68.28097534,8192100,0,0,
JNJ1658,03/08/2016,98.28628961,98.28628961,97.25625121,97.42137146,5310600,0,0,
SPY1657,02/08/2016,187.1417129,187.2972033,185.3450258,186.1915436,92295500,0,0,0
PG1657,02/08/2016,69.11489994,69.21815522,68.49539247,68.90840149,13083200,0,0,
JNJ1657,02/08/2016,98.79736187,98.99393442,97.87740381,98.16832733,7158700,0,0,
SPY1656,01/08/2016,187.6082071,188.0055466,186.934446,187.3922577,73311400,0,0,0
PG1656,01/08/2016,67.86001667,68.76545177,67.84412844,68.63043213,10420600,0,0,
JNJ1656,01/08/2016,98.53001507,98.84453232,98.36489486,98.6007843,4615100,0,0,
SPY1655,29/07/2016,186.9776179,187.9105076,186.6925631,187.5477142,79519400,0,0,0
PG1655,29/07/2016,67.42316693,68.13798556,67.35168809,67.97913361,7520900,0,0,
JNJ1655,29/07/2016,97.76729841,98.53786527,97.76729841,98.46710205,7020900,0,0,
SPY1654,28/07/2016,186.8308661,187.5391868,186.364421,187.2454987,65035700,0,0,0
PG1654,28/07/2016,67.04989582,67.49467538,67.03401365,67.35964966,5911600,0,0,
JNJ1654,28/07/2016,98.27055335,98.28627651,97.82236817,97.86167908,4320400,0,0,
SPY1653,27/07/2016,187.6081922,187.6772976,186.2520238,187.0294495,84083900,0,0,0
PG1653,27/07/2016,67.7011573,67.74881592,66.97045643,67.08164978,7744700,0,0,
JNJ1653,27/07/2016,98.36491547,98.46713705,97.76733316,98.10543823,4812600,0,0,
SPY1652,26/07/2016,187.0380671,187.590897,186.3729394,187.2281036,70080500,0,0,0
PG1652,26/07/2016,68.05060987,68.36830767,67.64554502,67.72496796,5379300,0,0,
JNJ1652,26/07/2016,98.30985597,98.71873021,98.08969569,98.40421295,5589900,0,0,
SPY1651,25/07/2016,187.444058,187.4958838,186.5543477,187.1417236,55873100,0,0,0
PG1651,25/07/2016,67.93148642,68.14593506,67.62967678,68.14593506,5605300,0,0,
JNJ1651,25/07/2016,98.34130816,98.38848365,97.61005809,98.1997757,4880600,0,0,
SPY1650,22/07/2016,186.9344593,187.7032387,186.6666841,187.651413,62787500,0,0,0
PG1650,22/07/2016,67.9076481,68.28888669,67.8679336,68.0823822,6165600,0,0,
JNJ1650,22/07/2016,98.38062947,98.56147285,98.01107212,98.30986023,5839200,0,0,
SPY1649,21/07/2016,187.4095601,187.6341428,186.3643591,186.8135376,67777300,0,0,0
PG1649,21/07/2016,67.52642628,67.80441572,67.41523292,67.71704865,5407000,0,0,
JNJ1649,21/07/2016,98.45138844,98.86812126,98.19977583,98.40421295,5492600,0,0,
SPY1648,20/07/2016,186.7444531,187.7637282,186.7444531,187.5218658,58159500,0,0,0
PG1648,20/07/2016,67.81235441,68.09034385,67.61379398,67.76470184,6289000,1,0,
JNJ1648,20/07/2016,98.9467324,99.12758174,98.31770399,98.39633179,7334600,0,0,
SPY1647,19/07/2016,186.5112472,186.7790224,186.2607516,186.7444763,54345700,0,0,0
PG1647,19/07/2016,67.51362076,67.91553615,67.42693301,67.90765381,6078200,0,0,
JNJ1647,19/07/2016,98.11326896,98.87597125,96.9810094,98.48282623,11325700,0,0,
SPY1646,18/07/2016,186.5543904,187.0985872,186.2952485,186.9344635,58725900,0,0,0
PG1646,18/07/2016,67.78945946,67.8131065,67.53727849,67.71853638,4781300,0,0,
JNJ1646,18/07/2016,96.71368085,96.88666563,96.27336032,96.82376099,6599200,0,0,
SPY1645,15/07/2016,187.2540616,187.4527314,185.9842779,186.4334564,107155400,0,0,0
PG1645,15/07/2016,67.97072758,68.1519855,67.60821775,67.78159332,8491300,0,0,
JNJ1645,15/07/2016,97.31912483,97.73586363,96.48565923,96.71368408,7192800,0,0,
SPY1644,14/07/2016,186.9258223,187.1590513,186.2866204,186.68396,91230900,0,0,0
PG1644,14/07/2016,68.12043154,68.47505886,67.65546944,67.67123413,11342600,0,0,
JNJ1644,14/07/2016,96.69798421,97.29556052,96.64294413,96.85523987,5322700,0,0,
SPY1643,13/07/2016,186.0965631,186.1051963,185.1550268,185.6473846,87324100,0,0,0
PG1643,13/07/2016,67.6239726,67.89191829,67.30875086,67.68701935,7572100,0,0,
JNJ1643,13/07/2016,96.46207149,97.02820133,96.1632834,96.71368408,5230800,0,0,
SPY1642,12/07/2016,185.3105311,185.9756591,184.3603483,185.6733246,101275600,0,0,0
PG1642,12/07/2016,67.37176892,67.72640227,67.1353527,67.57666779,6649800,0,0,
JNJ1642,12/07/2016,96.43848403,96.87094,96.40703171,96.65077972,6415900,0,0,
SPY1641,11/07/2016,184.1530367,184.9131829,183.9457205,184.3344269,73633900,0,0,0
PG1641,11/07/2016,67.46633901,67.7342786,66.91469515,67.57666779,6156800,0,0,
JNJ1641,11/07/2016,96.48564561,97.06749853,96.24976221,96.65863037,6711600,0,0,
SPY1640,08/07/2016,182.3045009,183.9370779,182.0712718,183.6865692,133971000,0,0,0
PG1640,08/07/2016,66.96987071,67.6948902,66.80437152,67.59243774,6827300,0,0,
JNJ1640,08/07/2016,96.71369363,96.79232145,95.89595111,96.5957489,6129900,0,0,
SPY1639,07/07/2016,181.2852347,181.9589959,180.2141339,180.9915466,85593800,0,0,0
PG1639,07/07/2016,67.16688172,67.17475805,66.6152318,66.85165405,7905700,0,0,
JNJ1639,07/07/2016,96.39129831,96.56428308,95.93525462,96.32839966,6058700,0,0,
SPY1638,06/07/2016,179.5230998,181.2247825,178.8579717,181.1038513,96021500,0,0,0
PG1638,06/07/2016,67.27721536,67.3796618,66.78072979,67.00926971,8356500,0,0,
JNJ1638,06/07/2016,95.8723682,96.44636271,95.56571549,96.43063354,9332400,0,0,
SPY1637,05/07/2016,180.4905539,180.6028519,179.419453,180.0241089,109803700,0,0,0
PG1637,05/07/2016,66.57583933,67.73429166,66.55219229,67.3323822,11403100,0,0,
JNJ1637,05/07/2016,95.42418844,96.89455342,95.40845928,96.13970947,9334100,0,0,
SPY1636,01/07/2016,180.9482961,181.82074,180.7841725,181.3283691,106055300,0,0,0
PG1636,01/07/2016,66.60736456,66.9777567,66.59948822,66.81226349,9531100,0,0,
JNJ1636,01/07/2016,95.37698995,95.56569789,94.97598032,95.36912537,7051400,0,0,
SPY1635,30/06/2016,178.9875225,181.0001595,178.4260461,180.9483337,165021900,0,0,0
PG1635,30/06/2016,66.12663707,66.8280155,66.05570799,66.72556305,10969300,0,0,
JNJ1635,30/06/2016,93.7100541,95.46348366,93.69433094,95.37699127,11559900,0,0,
SPY1634,29/06/2016,176.9403329,178.7456671,176.8366814,178.5124512,137328600,0,0,0
PG1634,29/06/2016,65.37798134,66.12664795,65.33858163,66.12664795,7927500,0,0,
JNJ1634,29/06/2016,93.44272404,93.89091521,92.86087098,93.82801056,8341500,0,0,
SPY1633,28/06/2016,174.0379335,175.5495793,173.7269658,175.5236664,159382400,0,0,0
PG1633,28/06/2016,64.18012276,65.00758878,63.79396593,64.98394775,9257100,0,0,
JNJ1633,28/06/2016,92.12960221,93.07315386,91.64210623,92.96307373,10089600,0,0,
SPY1632,27/06/2016,174.132981,174.1416274,171.5934136,172.414032,230775800,0,0,0
PG1632,27/06/2016,64.48745642,64.53473847,63.83336005,64.01461792,9601800,0,0,
JNJ1632,27/06/2016,90.42336069,91.71287596,90.42336069,91.64211273,10877400,0,0,
SPY1631,24/06/2016,175.8951081,182.1317277,175.1090491,175.5582275,333444400,0,0,0
PG1631,24/06/2016,65.10216174,66.05572131,64.61355844,64.82633972,12401100,0,0,
JNJ1631,24/06/2016,90.47839592,92.09029293,90.42335586,90.91871643,13939500,0,0,
SPY1630,23/06/2016,181.2334008,182.1490242,180.7669558,182.0971985,102731400,0,0,0
PG1630,23/06/2016,66.04782469,66.36305237,65.85869049,66.36305237,7361300,0,0,
JNJ1630,23/06/2016,92.1532063,92.29473877,91.74433805,92.29473877,6775900,0,0,
SPY1629,22/06/2016,180.2313342,180.9655673,179.6093989,179.7562561,95560500,0,0,0
PG1629,22/06/2016,65.80352396,66.00842285,65.63803079,65.85868835,4940100,0,0,
JNJ1629,22/06/2016,91.63425475,92.16106771,91.45340538,91.5713501,5833800,0,0,
SPY1628,21/06/2016,179.9290109,180.4645611,179.4798325,180.049942,72461700,0,0,0
PG1628,21/06/2016,65.48043322,66.02420095,65.48043322,65.73262024,6594700,0,0,
JNJ1628,21/06/2016,91.98809712,92.11390644,91.35120392,91.35120392,5493500,0,0,
SPY1627,20/06/2016,180.378275,181.0606695,179.454005,179.54039,82789600,0,0,0
PG1627,20/06/2016,65.81927021,65.96112233,65.43311955,65.44100189,6164300,0,0,
JNJ1627,20/06/2016,91.68142994,92.10602734,91.54776206,91.63425446,5588200,0,0,
SPY1626,17/06/2016,178.952958,178.9788708,177.7263669,178.3914948,117055700,1,0,0
PG1626,17/06/2016,65.65379216,65.75624461,64.89724934,65.51194,11741700,0,0,
JNJ1626,17/06/2016,91.69714376,91.73645466,90.43121635,90.80077362,10702200,0,0,
SPY1625,16/06/2016,178.5255699,179.2302259,176.6694164,179.0583496,149533100,0,0,0
PG1625,16/06/2016,65.14944678,65.89023111,65.14157045,65.73262024,6630100,0,0,
JNJ1625,16/06/2016,90.96590218,91.90944789,90.59634488,91.71287537,6664300,0,0,
SPY1624,15/06/2016,178.7747733,179.9090937,178.3365203,178.5255737,109124500,0,0,0
PG1624,15/06/2016,65.72471238,65.80351779,65.26763261,65.37007904,7082200,0,0,
JNJ1624,15/06/2016,92.49918474,92.57781256,91.47700501,91.53205109,6371400,0,0,
SPY1623,14/06/2016,178.7403976,179.3763057,177.8123209,178.774765,125059300,0,0,0
PG1623,14/06/2016,65.05487618,65.70109032,64.83421257,65.68532562,6868600,0,0,
JNJ1623,14/06/2016,91.56349774,92.13749227,91.445559,92.09031677,6378400,0,0,
SPY1622,13/06/2016,179.9091135,180.777031,179.0411959,179.127121,117751200,0,0,0
PG1622,13/06/2016,65.37797064,65.72472169,65.03910194,65.07062531,6167400,0,0,
JNJ1622,13/06/2016,92.09816157,92.49917122,91.83082581,91.83082581,7940900,0,0,
SPY1621,10/06/2016,180.8543791,181.1981054,179.9692582,180.5192413,113829200,0,0,0
PG1621,10/06/2016,65.22825461,65.67745223,65.10216711,65.56712341,6840800,0,0,
JNJ1621,10/06/2016,91.79153583,92.17682243,91.49274765,92.00383759,6067400,0,0,
SPY1620,09/06/2016,181.7566058,182.3667349,181.4816274,182.2464294,73786900,0,0,0
PG1620,09/06/2016,65.07853121,65.61441666,64.96032004,65.54348755,6144900,0,0,
JNJ1620,09/06/2016,91.03667384,92.14534584,90.90300595,91.99594879,7375500,0,0,
SPY1619,08/06/2016,182.0402385,182.624589,181.9113444,182.4956818,66170900,0,0,0
PG1619,08/06/2016,64.91302464,65.21248768,64.63719662,65.13368225,4712600,0,0,
JNJ1619,08/06/2016,90.83224763,91.17035268,90.74576122,91.05241394,5863800,0,0,
SPY1618,07/06/2016,181.7738311,182.4698854,181.7480523,181.9027252,60974800,0,0,0
PG1618,07/06/2016,65.22035484,65.32280128,64.81843943,64.87360382,6327500,0,0,
JNJ1618,07/06/2016,91.21752051,91.3905053,90.77719395,90.99736023,6417400,0,0,
SPY1617,06/06/2016,181.0605691,181.9800571,180.8972945,181.6191406,64887000,0,0,0
PG1617,06/06/2016,64.93665271,65.2755214,64.8026829,65.22823334,5292300,0,0,
JNJ1617,06/06/2016,90.39977249,91.20965032,90.36832017,91.02880096,6349400,0,0,
SPY1616,03/06/2016,180.6738672,181.0519739,179.4794008,180.699646,101757100,0,0,0
PG1616,03/06/2016,64.56627239,65.0075876,64.44806125,64.99182892,6306700,0,0,
JNJ1616,03/06/2016,90.00662482,90.73001024,89.7314245,90.23464966,6881700,0,0,
SPY1615,02/06/2016,180.287142,181.2581744,179.8059201,181.2409973,63044700,0,0,0
PG1615,02/06/2016,64.25100689,64.5819931,64.09339613,64.5819931,5186300,0,0,
JNJ1615,02/06/2016,88.74857549,90.14817106,88.74071091,90.02236176,7310800,0,0,
SPY1614,01/06/2016,179.7028042,180.8714917,179.5051623,180.69104,69936200,0,0,0
PG1614,01/06/2016,63.79395391,64.46381496,63.72303084,64.45593262,6184100,0,0,
JNJ1614,01/06/2016,88.60703218,88.89795568,88.11953017,88.67779541,4748900,0,0,
SPY1613,31/05/2016,180.9402509,181.0519679,179.7543731,180.3215332,109879400,0,0,0
PG1613,31/05/2016,64.29045524,64.47958948,63.62847637,63.86489868,6705000,0,0,
JNJ1613,31/05/2016,89.05523323,89.34615677,88.31611849,88.60704803,10104700,0,0,
SPY1612,27/05/2016,180.0551388,180.6738565,180.0035812,180.6652679,64211200,0,0,0
PG1612,27/05/2016,64.04615533,64.35350676,63.95947355,64.17224884,4322200,0,0,
JNJ1612,27/05/2016,88.88222606,89.11810947,88.60702575,88.89794922,4647000,0,0,
SPY1611,26/05/2016,179.9778296,180.2098521,179.573944,179.8918915,55280700,0,0,0
PG1611,26/05/2016,64.21163565,64.30619974,63.9042843,64.00673676,4622300,0,0,
JNJ1611,26/05/2016,88.93727597,89.10239617,88.73283886,88.77215576,3973600,0,0,
SPY1610,25/05/2016,179.3161257,180.2613926,178.6286601,179.8403168,76621400,0,0,0
PG1610,25/05/2016,63.8964193,64.44018098,63.8412549,64.21164703,6049800,0,0,
JNJ1610,25/05/2016,88.99231631,89.42477828,88.73283913,89.12598419,5453800,0,0,
SPY1609,24/05/2016,177.1677907,178.9466074,177.1420119,178.6286469,93537800,0,0,0
PG1609,24/05/2016,63.28173511,64.13284226,63.28173511,63.80973816,6293300,0,0,
JNJ1609,24/05/2016,88.47337414,89.2439412,88.47337414,88.60704803,6125300,0,0,
SPY1608,23/05/2016,176.6006379,176.8842179,176.1537964,176.3428497,58682600,0,0,0
PG1608,23/05/2016,63.08470625,63.30536384,62.92708939,63.20291138,5620600,0,0,
JNJ1608,23/05/2016,88.66994677,88.70926368,88.09595826,88.19031525,6462300,0,0,
SPY1607,20/05/2016,176.0936115,177.107626,176.0420539,176.5834351,104990400,0,0,0
PG1607,20/05/2016,63.39205811,63.43934016,62.87981378,63.06106567,6526800,0,0,
JNJ1607,20/05/2016,88.22175653,88.78788643,87.87579293,88.56772614,7435200,1,0,
SPY1606,19/05/2016,175.3546091,175.7670832,174.2546694,175.4749146,115430500,0,0,0
PG1606,19/05/2016,62.7615914,63.21867124,62.6118569,63.19503021,6242500,0,0,
JNJ1606,19/05/2016,88.21309004,88.25212821,87.59632374,88.10379028,8232200,0,0,
SPY1605,18/05/2016,175.6811669,177.2795189,174.9851128,176.0850525,120062100,0,0,0
PG1605,18/05/2016,63.51025319,63.65210535,62.58034083,62.92708588,8344100,0,0,
JNJ1605,18/05/2016,88.69714384,89.02504312,88.12721855,88.68152618,8267900,0,0,
SPY1604,17/05/2016,177.4169974,177.709166,175.5006851,176.0334778,114924900,0,0,0
PG1604,17/05/2016,64.33771839,64.66870472,63.30535369,63.53389359,10188200,0,0,
JNJ1604,17/05/2016,89.42322712,89.43883882,88.40829375,88.86891937,9233900,0,0,
SPY1603,16/05/2016,176.1280449,178.1732387,176.0678856,177.6920166,77486800,0,0,0
PG1603,16/05/2016,63.84125199,64.53474816,63.63635307,64.32984924,6497200,0,0,
JNJ1603,16/05/2016,88.52539195,89.49347818,88.46293324,89.34514618,6222900,0,0,
SPY1602,13/05/2016,177.2021988,177.7607572,175.6296255,175.9561615,96474600,0,0,0
PG1602,13/05/2016,64.95241258,64.95241258,63.83336005,64.01461792,6579000,0,0,
JNJ1602,13/05/2016,88.92356578,89.07189779,88.50197836,88.6581192,6779900,0,0,
SPY1601,12/05/2016,178.1302206,178.3020968,176.4803113,177.5029144,89586300,0,0,0
PG1601,12/05/2016,64.99969869,65.20459156,64.70811205,64.9445343,4925000,0,0,
JNJ1601,12/05/2016,89.39200413,89.59499201,88.6425173,89.18121338,7156300,0,0,
SPY1600,11/05/2016,178.6630422,179.2044104,177.4513855,177.4513855,81727000,0,0,0
PG1600,11/05/2016,65.01546891,65.32281428,64.72388222,64.73964691,5975000,0,0,
JNJ1600,11/05/2016,89.44663765,89.59497561,89.24364981,89.29049683,6680700,0,0,
SPY1599,10/05/2016,177.6404855,179.1443112,177.5717376,179.127121,77472200,0,0,0
PG1599,10/05/2016,64.73962397,65.15729799,64.71598295,64.99968719,6222400,0,0,
JNJ1599,10/05/2016,89.00164843,89.78236465,88.93918971,89.52472687,8356400,0,0,
SPY1598,09/05/2016,176.6522372,177.3654686,176.4717723,176.9272156,74374900,0,0,0
PG1598,09/05/2016,64.78691886,65.19671663,64.59778466,64.71599579,6718800,0,0,
JNJ1598,09/05/2016,88.20530704,88.993826,88.01012801,88.78303528,6512700,0,0,
SPY1597,06/05/2016,175.3546238,176.8240817,175.1999509,176.7811127,89315000,0,0,0
PG1597,06/05/2016,64.16435822,64.81845471,63.96734164,64.72388458,6297200,0,0,
JNJ1597,06/05/2016,87.89304808,88.25998571,87.65883079,88.01795959,6099900,0,0,
SPY1596,05/05/2016,176.643628,177.0045446,175.7069628,176.1366272,67619200,0,0,0
PG1596,05/05/2016,64.30619467,64.69234539,63.77030947,64.06977844,6399500,0,0,
JNJ1596,05/05/2016,87.50265093,88.29897863,87.47142157,88.12722015,5404300,0,0,
SPY1595,04/05/2016,176.1538434,176.8928668,175.6640196,176.1710205,92243800,0,0,0
PG1595,04/05/2016,63.73091318,64.44016793,63.73091318,64.30619812,7365900,0,0,
JNJ1595,04/05/2016,87.47144746,87.86180558,87.20600085,87.61197662,5214600,0,0,
SPY1594,03/05/2016,177.4686302,177.7092413,176.4030575,177.1592712,106422100,0,0,0
PG1594,03/05/2016,63.67575415,64.38500895,63.58906638,63.91217041,7617500,0,0,
JNJ1594,03/05/2016,87.87740781,88.29899525,87.53389676,87.97890472,7554500,0,0,
SPY1593,02/05/2016,177.8123322,178.8950819,177.3740792,178.7146301,62188000,0,0,0
PG1593,02/05/2016,63.06107146,64.06980152,63.06107146,63.80973816,7862600,0,0,
JNJ1593,02/05/2016,87.61197818,88.0569862,87.38556975,88.02575684,5178800,0,0,
SPY1592,29/04/2016,177.6404202,177.9927481,176.1881527,177.3052826,142424100,0,0,0
PG1592,29/04/2016,62.78522489,63.16349927,62.54880867,63.13985825,9391000,0,0,
JNJ1592,29/04/2016,87.48703737,87.6119548,87.05764713,87.50265503,7774500,0,0,
SPY1591,28/04/2016,179.1356611,180.2527779,177.8466681,178.2677307,97216200,0,0,0
PG1591,28/04/2016,62.63551685,63.25808398,62.56458775,62.85617447,7615900,0,0,
JNJ1591,28/04/2016,87.51827311,87.9945104,87.15914442,87.81494904,6640000,0,0,
SPY1590,27/04/2016,179.1442535,180.2957508,178.783337,179.9004669,77329400,0,0,0
PG1590,27/04/2016,62.62765831,63.16354388,62.33607149,62.95864487,7689700,0,0,
JNJ1590,27/04/2016,88.18969692,88.37706714,87.79933884,88.04135895,5759300,0,0,
SPY1589,26/04/2016,179.6340448,180.046532,179.0497076,179.5309296,75864200,0,0,0
PG1589,26/04/2016,64.22740455,64.22740455,62.42273197,62.69067764,13742300,0,0,
JNJ1589,26/04/2016,88.57223911,88.65811835,87.9476698,88.15065765,5853600,0,0,
SPY1588,25/04/2016,178.9638323,179.3075717,178.3451144,179.2646027,66166500,0,0,0
PG1588,25/04/2016,63.77031449,64.21163565,63.3762814,64.15647125,7672800,0,0,
JNJ1588,25/04/2016,88.46292519,88.65030131,87.81493546,88.61907196,6139900,0,0,
SPY1587,22/04/2016,179.2129971,179.8488919,178.6630273,179.5739136,99251700,0,0,0
